Título do Artigo,Autores,Origem da Publicação,Ano de Publicação,Fator de Influência,Velocidade de Citação,Link do artigo
,Iain R. Lake,,,,,
,Ian J. Bateman,,,,,
Approaching the Limit of Predictability in Human Mobility,Andrew J. Tatem,Scientific reports,2013,5,47,https://pdfs.semanticscholar.org/543d/37c5e4dc2d7e9f6d359833b8228aece7c0a3.pdf
,Erik Wetter,,,,,
,Linus Bengtsson,,,,,
,Nita Bharti,,,,,
,Xin Lu,,,,,
Balancing High-Load Scenarios with Next Cell Predictions and Mobility Pattern Recognition,Stefan Michaelis,,2011,,,https://pdfs.semanticscholar.org/07c2/fc84b24a7624dbf8d8a595c9e08fa1739c2c.pdf
Behavioral Issues in the Design and Evaluation of Advanced Traveler Information Systems,Frank S. Koppelman,,1993,,,https://pdfs.semanticscholar.org/042b/380d930213e34107a782da8a53976eb6ca3d.pdf
Big Data Driven Hidden Markov Model Based Individual Mobility Prediction at Points of Interest,Jie Yang,IEEE Transactions on Vehicular Technology,2017,2,,http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7572081
,Jun Liu,,,,,
,Nirwan Ansari,,,,,
,Qiujian Lv,,,,,
,Yuanyuan Qiao,,,,,
Bridging the gap between physical location and online social networks,Aniket Kittur,UbiComp,2010,31,42,http://dl.acm.org/citation.cfm?id=1864380
,Eran Toch,,,,,
,Jason I. Hong,,,,,
,Justin Cranshaw,,,,,
,Norman M. Sadeh,,,,,
CEPR: A Collaborative Exploration and Periodically Returning Model for Location Prediction,Defu Lian,TIST,2015,6,13,http://dl.acm.org/citation.cfm?id=2629557
,Enhong Chen,,,,,
,Fuzheng Zhang,,,,,
,Nicholas Jing Yuan,,,,,
,Vincent W. Zheng,,,,,
,Xing Xie,,,,,
Cell phone subscribers mobility prediction using enhanced Markov Chain algorithm,Amnir Hadachi,2014 IEEE Intelligent Vehicles Symposium…,2014,,,http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6856442
,Artjom Lind,,,,,
,Eero Vainikko,,,,,
,Georg Singer,,,,,
,Oleg Batrashev,,,,,
Cluster-aided mobility predictions,Alexandre Proutière,IEEE INFOCOM 2016 - The 35th Annual IEEE…,2016,,,https://arxiv.org/pdf/1507.03292.pdf
,Jaeseong Jeong,,,,,
,Mathieu Leconte,,,,,
Content-Aware Collaborative Filtering for Location Recommendation Based on Human Mobility Data,Defu Lian,2015 IEEE International Conference on Data Mining,2015,1,16,http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7373330
,Yong Ge,,,,,
,Yong Rui,,,,,
Context-based location clustering and prediction using conditional random fields,Roland Assam,MUM,2014,1,,http://dl.acm.org/citation.cfm?id=2677989
,Thomas Seidl,,,,,
Contextualized Relevance Evaluation of Geographic Information for Mobile Users in Location-Based Social Networks,Hongchao Fan,ISPRS Int. J. Geo-Information,2015,,,https://pdfs.semanticscholar.org/e1d0/9875fa8e761bd74237ac29a3d7aabd1e7335.pdf
,Ming Li,,,,,
,Yeran Sun,,,,,
Contextualized Relevance Evaluation of Geographic Information for Mobile Users in Location-Based Social Networks,Hongchao Fan,ISPRS Int. J. Geo-Information,2015,,,https://pdfs.semanticscholar.org/e1d0/9875fa8e761bd74237ac29a3d7aabd1e7335.pdf
,Ming Li,,,,,
,Yeran Sun,,,,,
Cooperative High-Accuracy Location ( CHALO ) service for Intelligent Transportation Systems : A Cost Benefit Study,Christian Manasseh,,2011,,,https://pdfs.semanticscholar.org/517e/951b67855d9d2e11b5c208d3c68333325666.pdf
,Kannan Ramchandran,,,,,
,Raja Sengupta,,,,,
Coupling Human Mobility and Social Ties,Carlos Herrera-Yagüe,"Journal of the Royal Society, Interface",2015,,20,https://arxiv.org/pdf/1502.00690.pdf
,Christian M. Schneider,,,,,
,Jameson L. Toole,,,,,
,Marta C. González,,,,,
DeepMove: Predicting Human Mobility with Attentional Recurrent Networks,Depeng Jin,WWW,2018,2,,https://pdfs.semanticscholar.org/0e5a/5a376bb250668b0bda3413db6173dc23ae00.pdf
,Jie Feng,,,,,
,Yong Li,,,,,
DeepTransport: Prediction and Simulation of Human Mobility and Transportation Mode at a Citywide Level,Hiroshi Kanasugi,IJCAI,2016,2,22,https://pdfs.semanticscholar.org/b443/5aedcf2def5ada518e515e46c3b77d379692.pdf
,Ryosuke Shibasaki,,,,,
,Xuan Song,,,,,
Discovering Location Information in Social Media,Fred Morstatter,IEEE Data Eng. Bull.,2015,,,https://pdfs.semanticscholar.org/53af/b624736f43b291444d48f6e2e3d95db1cea7.pdf
,Huan Liu,,,,,
,Huiji Gao,,,,,
Discovering geographical topics in the twitter stream,Alexander J. Smola,WWW,2012,15,49,http://dl.acm.org/citation.cfm?id=2187940
,Amr Ahmed,,,,,
,Kostas Tsioutsiouliklis,,,,,
,Liangjie Hong,,,,,
,Siva Gurumurthy,,,,,
Engineering geology maps : landslides and geographical information systems,Clemente Irigaray,,2006,5,,https://pdfs.semanticscholar.org/0b7a/a7d3b6241502ac0fe06b69f64e51bd880e7d.pdf
,Jose Chacon,,,,,
,Todd Fernandez,,,,,
Evaluating Next-Cell Predictors with Extensive Wi-Fi Mobility Data,David Kotz,IEEE Transactions on Mobile Computing,2006,15,18,http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1717434
,Libo Song,,,,,
,Ravi Jain,,,,,
,Xiaoning He,,,,,
Extracting a Mobility Model from Real User Traces,David Kotz,Proceedings IEEE INFOCOM 2006. 25TH IEEE…,2006,39,28,http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4146826
,Minkyong Kim,,,,,
,Songkuk Kim,,,,,
Friendship and mobility: user movement in location-based social networks,Eunjoon Cho,KDD,2011,200,314,http://dl.acm.org/citation.cfm?id=2020579
,Jure Leskovec,,,,,
,Seth A. Myers,,,,,
GALLOP: GlobAL Feature Fused LOcation Prediction for Different Check-in Scenarios,Junjie Yao,IEEE Transactions on Knowledge and Data…,2017,,,http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7930507
,Liping Wang,,,,,
,Xuemin Lin,,,,,
,Yuxing Han,,,,,
Geographic Information Science and Systems for Environmental Management,Michael F. Goodchild,,2003,4,9,https://pdfs.semanticscholar.org/3e05/215e4da835c24e5affa5bd6455cf816a0a8a.pdf
Geographic Information Science and Systems for Environmental Management,Michael F. Goodchild,,2003,4,9,https://pdfs.semanticscholar.org/3e05/215e4da835c24e5affa5bd6455cf816a0a8a.pdf
Geographic Labor Mobility in the United States : Recent Findings *,William Ladd,,2000,,,https://pdfs.semanticscholar.org/6ed4/922de551ee8156f6f809db4760bb89930357.pdf
Geographic Labor Mobility in the United States : Recent Findings *,William Ladd,,2000,,,https://pdfs.semanticscholar.org/6ed4/922de551ee8156f6f809db4760bb89930357.pdf
Geographic human-computer interaction,Brent J. Hecht,CHI Extended Abstracts,2011,,,http://dl.acm.org/citation.cfm?id=1979532
,Johannes Schöning,,,,,
,Mei-Po Kwan,,,,,
Geographical Information Systems (gis) and Policing in South Africa: a Review,Gregory Dennis Breetzke,,2008,,,https://pdfs.semanticscholar.org/c60c/66744cdf81f168d708b85b8881ffd00d681b.pdf
Geography-informed energy conservation for Ad Hoc routing,Deborah Estrin,MobiCom,2001,299,69,http://dl.acm.org/citation.cfm?id=381685
,John S. Heidemann,,,,,
,Ya Xu,,,,,
Growing an organic indoor location system,Benjamin Charrow,MobiSys,2010,14,37,http://dl.acm.org/citation.cfm?id=1814461
,Jonathan Ledlie,,,,,
,Jun-geun Park,,,,,
High Quality Geographic Services and Bandwidth Limitations,Arzu Çöltekin,Future Internet,2011,,,https://pdfs.semanticscholar.org/4be0/110291d59c0ea2cc86b483a0d7b604572731.pdf
,Tumasch Reichenbacher,,,,,
Human Mobility and Spatial Disease Dynamics,Alejandro Morales Gallardo,,2009,,,https://pdfs.semanticscholar.org/3b77/c8873719fb0313f5629c045bf2d4a3434e4c.pdf
,Dirk Brockmann,,,,,
,V. David,,,,,
"Human mobility in opportunistic networks: Characteristics, models and prediction methods",Behrouz Jedari,J. Network and Computer Applications,2014,,55,http://doi.org/10.1016/j.jnca.2014.03.007
,Feng Xia,,,,,
,Guowei Wu,,,,,
,Poria Pirozmand,,,,,
"Human mobility in opportunistic networks: Characteristics, models and prediction methods",Behrouz Jedari,J. Network and Computer Applications,2014,,55,http://doi.org/10.1016/j.jnca.2014.03.007
,Feng Xia,,,,,
,Guowei Wu,,,,,
,Poria Pirozmand,,,,,
"Human mobility in opportunistic networks: Characteristics, models and prediction methods",Behrouz Jedari,J. Network and Computer Applications,2014,,55,http://doi.org/10.1016/j.jnca.2014.03.007
,Feng Xia,,,,,
,Guowei Wu,,,,,
,Poria Pirozmand,,,,,
Human mobility prediction based on individual and collective geographical preferences,Carlo Ratti,13th International IEEE Conference on Intelligent…,2010,6,14,http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=5625119
,Francesco Calabrese,,,,,
,Giusy Di Lorenzo,,,,,
Human mobility synthesis using matrix and tensor factorizations,Chen Yu,Information Fusion,2015,,6,http://doi.org/10.1016/j.inffus.2014.05.005
,Dezhong Yao,,,,,
,Hai Jin,,,,,
,Qiang Ding,,,,,
"Human mobility, social ties, and link prediction",Albert-László Barabási,KDD,2011,28,70,http://dl.acm.org/citation.cfm?id=2020581
,Chaoming Song,,,,,
,Dashun Wang,,,,,
,Dino Pedreschi,,,,,
,Fosca Giannotti,,,,,
Impact of human mobility on the emergence of dengue epidemics in Pakistan.,A. P. Wesolowski,Proceedings of the National Academy of Sciences…,2015,3,38,https://pdfs.semanticscholar.org/cd39/84dc3f7ab8431b6b3dd7abb4f0a494e581a8.pdf
,Caroline O. Buckee,,,,,
,Taimur A. Qureshi,,,,,
Indoor Next Location Prediction with Wi-Fi,B Ang,,2014,,,https://pdfs.semanticscholar.org/0bba/cd2f01da2a5abdf3aa1ff3f68b7c9be758ed.pdf
,Daniel Dahlmeier,,,,,
,H. W. Mui,,,,,
Inferring travel purpose from crowd-augmented human mobility data,Gerhard Tröster,Urb-IoT,2014,1,6,https://pdfs.semanticscholar.org/5373/28f97adf58eb3ca05c2ca8fea8ab5d7bc268.pdf
,Ulf Blanke,,,,,
,Zack Zhu,,,,,
Learning Geographical and Mobility Factors for Mobile Application Recommendation,Achille Pattavina,IEEE Intelligent Systems,2017,,,http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7933920
,Konglin Zhu,,,,,
,Lin Zhang,,,,,
Link prediction in human mobility networks,Bhaskar Prabhala,2013 IEEE/ACM International Conference on…,2013,1,,http://dl.acm.org/citation.cfm?id=2492656
,Nitesh V. Chawla,,,,,
,Prithwish Basu,,,,,
,Thomas F. La Porta,,,,,
,Yang Yang,,,,,
Location Prediction Based on Mobility Patterns in Location Histories,Sami Tabbane,,2013,,,https://pdfs.semanticscholar.org/b37c/fa7e6fcec9b908f1176b5d114a2235af754b.pdf
Location Prediction: Communities Speak Louder than Friends,Jun Pang,COSN,2015,,,https://arxiv.org/pdf/1408.1228.pdf
,Yang Zhang,,,,,
Location and Mobility-Aware Routing for Improving Multimedia Streaming Performance in MANETs,Fraser Cadger,Wireless Personal Communications,2016,,,https://pdfs.semanticscholar.org/aa9d/3c045e6197dad29907df9ed2787d4ca7dc3e.pdf
,Jose A. Santos,,,,,
,Kevin Curran,,,,,
,Sandra Moffett,,,,,
Mapping environmental injustices: pitfalls and potential of geographic information systems in assessing environmental health and equity.,Juliana Astrud Maantay,Environmental health perspectives,2002,5,,https://pdfs.semanticscholar.org/7b03/a38daaecca5a4d92b3d4ef3f65aaff1df35b.pdf
Markov Modulated Bi-variate Gaussian Processes for Mobility Modeling and Location Prediction,António Nogueira,Networking,2011,,,https://pdfs.semanticscholar.org/d740/97984d553374c41f45a2c9145f3626d6bb63.pdf
,Paulo Salvador,,,,,
Measurement and analysis of the spatial locality of wireless information and mobility patterns in a campus,A. Singh,,2003,,,https://pdfs.semanticscholar.org/f4da/ea4d2bd089c30acdeaacc77bdf1b11295da9.pdf
,Francisco Chinchilla,,,,,
,Maria Papadopouli,,,,,
,Mark R. Lindsey,,,,,
Mining GPS data for mobility patterns: A survey,Miao Lin,Pervasive and Mobile Computing,2014,5,17,http://doi.org/10.1016/j.pmcj.2013.06.005
,Wen-Jing Hsu,,,,,
Mining User Mobility Features for Next Place Prediction in Location-Based Services,Anastasios Noulas,2012 IEEE 12th International Conference on Data…,2012,14,39,http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6413812
,Cecilia Mascolo,,,,,
,Neal Lathia,,,,,
,Salvatore Scellato,,,,,
Mining geographic-temporal-semantic patterns in trajectories for location prediction,Jia-Ching Ying,ACM TIST,2013,3,24,http://dl.acm.org/citation.cfm?id=2542184
,Vincent S. Tseng,,,,,
,Wang-Chien Lee,,,,,
Mining large-scale human mobility data for long-term crime prediction,Cristina Kadar,EPJ Data Science,2018,,,https://arxiv.org/pdf/1806.01400.pdf
,Irena Pletikosa,,,,,
Mining location-based social networks for criminal activity prediction,Cheng-Te Li,2015 24th Wireless and Optical Communication…,2015,,,http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7346202
,Shyh-Kang Jeng,,,,,
,Yu-Yueh Huang,,,,,
Mining user similarity based on location history,Quannan Li,GIS,2008,27,68,http://dl.acm.org/citation.cfm?id=1463477
,Wei-Ying Ma,,,,,
,Wenyu Liu,,,,,
,Xing Xie,,,,,
,Yu Zheng,,,,,
,Yukun Chen,,,,,
MobiDict: a mobility prediction system leveraging realtime location data streams,Arielle Moro,IWGS@SIGSPATIAL,2016,,,http://dl.acm.org/citation.cfm?id=3003424
,Benoît Garbinato,,,,,
,Vaibhav Kulkarni,,,,,
MobiDict: a mobility prediction system leveraging realtime location data streams,Arielle Moro,IWGS@SIGSPATIAL,2016,,,http://dl.acm.org/citation.cfm?id=3003424
,Benoît Garbinato,,,,,
,Vaibhav Kulkarni,,,,,
Mobile Homophily and Social Location Prediction,Chakajkla Jesdabodi,ArXiv,2015,,,https://arxiv.org/pdf/1506.07763.pdf
,Georg Groh,,,,,
Mobility Location Prediction : A review of Techniques used in Mobile Ad-Hoc Network,Halgurt Bapierre,,2015,,,https://pdfs.semanticscholar.org/2f54/6faf2594edd404767aa2a7161d03d52ea919.pdf
Mobility Prediction for Seamless Mobility in Wireless Networks,Andrew Jennings,,2004,1,,https://pdfs.semanticscholar.org/e35c/f62aece623b58f756b8e9adcccfbe7944ddf.pdf
,Nirmala Shenoy,,,,,
,R. Chellappa Doss,,,,,
"Mobility modeling, location tracking, and trajectory prediction in wireless ATM networks",Imrich Chlamtac,IEEE Journal on Selected Areas in Communications,1998,41,10,https://pdfs.semanticscholar.org/ddd1/206822f9d9c2478fcf50fd9fb1388d371dd4.pdf
,Kunrui Tong,,,,,
,Paramvir Bahl,,,,,
Mobility models for vehicular ad hoc networks: a survey and taxonomy,Christian Bonnet,IEEE Communications Surveys & Tutorials,2009,22,73,http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=5343061
,Fethi Filali,,,,,
,Jerome Haerri,,,,,
Mobility prediction and location management based on data mining,Amine Berqia,2012 Next Generation Networks and Services (NGNS),2012,,,http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6656095
,Lynda Chamek,,,,,
,Malika Belkadi,,,,,
,Mehammed Daoui,,,,,
,Mustapha Lalam,,,,,
,Sofiane Hamrioui,,,,,
Mobility prediction based on an ant system,Abdelaziz Mzoughi,Computer Communications,2008,1,,http://doi.org/10.1016/j.comcom.2008.04.009
,Malika Belkadi,,,,,
,Mehammed Daoui,,,,,
,Mustapha Lalam,,,,,
,Rachida Aoudjit,,,,,
Mobility prediction based on collective movement behaviors in public WLANs,Dinh Que Tran,2015 Science and Information Conference (SAI),2015,,,http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7237265
,Thuy-Van T. Duong,,,,,
Mobility prediction based on collective movement behaviors in public WLANs,Dinh Que Tran,2015 Science and Information Conference (SAI),2015,,,http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7237265
,Thuy-Van T. Duong,,,,,
"Mobility, Data Mining and Privacy: The GeoPKDD Paradigm",G. White,,2009,1,,https://pdfs.semanticscholar.org/c0fb/b279633b359930ac3d78d961fd5886327ad3.pdf
Modeling Visit Potential of Geographic Locations Based on Mobility Data,Christine Kopp,,2012,,,https://pdfs.semanticscholar.org/dfc5/9a60b5f5ac28cc7a21923687f591a5014d77.pdf
Modeling human decisions in coupled human and natural systems : Review of agent-based models,Li An,,2012,18,31,https://pdfs.semanticscholar.org/6bf6/879fb7405c9706bbd381fa3861b69aeeda8d.pdf
Modelling human mobility patterns using photographic data shared online,Daniele Barchiesi,Royal Society open science,2015,,,https://pdfs.semanticscholar.org/72a0/fc1827e8c2a37ea0252553e195d82195bf9b.pdf
,Helen Susannah Moat,,,,,
,Steven Bishop,,,,,
,Tobias Preis,,,,,
Moving Objects Analytics: Survey on Future Location & Trajectory Prediction Methods,Harris V. Georgiou,ArXiv,2018,,,https://arxiv.org/pdf/1807.04639.pdf
,Sophia Karagiorgou,,,,,
,Yannis Theodoridis,,,,,
Next place prediction using mobility Markov chains,Marc-Olivier Killijian,MPM '12,2012,10,49,http://dl.acm.org/citation.cfm?id=2181199
,Miguel N&#250;&#241;ez del Prado Cortez,,,,,
,S&#233;bastien Gambs,,,,,
NextPlace: A Spatio-temporal Prediction Framework for Pervasive Systems,Andrew T. Campbell,Pervasive,2011,24,37,https://pdfs.semanticscholar.org/9a3a/508b33ae51b19ad1441e4a6604e1f89453f9.pdf
,Cecilia Mascolo,,,,,
,Mirco Musolesi,,,,,
,Salvatore Scellato,,,,,
,Vito Latora,,,,,
On the Spatial Dependencies of Human Mobility and Urban Energy Consumption,John E. Taylor,,2015,,,https://pdfs.semanticscholar.org/cc4f/ee8f74b37f8089cf2dac26bfd6a87d7a894f.pdf
,Neda Mohammadi,,,,,
On the prediction of future vehicle locations in free-floating car sharing systems,Andrea G. Bianchessi,2015 IEEE Intelligent Vehicles Symposium (IV),2015,,,http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7225816
,Sergio M. Savaresi,,,,,
,Simone Formentin,,,,,
Personalization in Geographic information systems: A survey,Mohamed Salah Gouider,ArXiv,2012,,,https://arxiv.org/pdf/1208.0153.pdf
,Saida Aissi,,,,,
Personalization in Geographic information systems: A survey,Mohamed Salah Gouider,ArXiv,2012,,,https://arxiv.org/pdf/1208.0153.pdf
,Saida Aissi,,,,,
Predictability and Prediction of Human Mobility Based on Application-Collected Location Data,Depeng Jin,2017 IEEE 14th International Conference on Mobile…,2017,,,http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8108725
,Huandong Wang,,,,,
,Sihan Zeng,,,,,
,Yong Li,,,,,
Predicting future locations with hidden Markov models,Bruno Martins,UbiComp,2012,16,72,http://dl.acm.org/citation.cfm?id=2370421
,Ruben Raposo,,,,,
,Wesley Mathew,,,,,
Predicting human mobility based on location data modeled by Markov chains,Changchun Pan,2016 Fourth International Conference on…,2016,,,http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7809963
,Genke Yang,,,,,
,Haichun Liu,,,,,
,Junjie Jiang,,,,,
Predicting human mobility based on location data modeled by Markov chains,Changchun Pan,2016 Fourth International Conference on…,2016,,,http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7809963
,Genke Yang,,,,,
,Haichun Liu,,,,,
,Junjie Jiang,,,,,
Prediction and Simulation of Human Mobility Following Natural Disasters,Nicholas Jing Yuan,ACM TIST,2016,,,http://dl.acm.org/citation.cfm?id=2970819
,Quanshi Zhang,,,,,
,Ryosuke Shibasaki,,,,,
,Xing Xie,,,,,
,Xuan Song,,,,,
,Yoshihide Sekimoto,,,,,
Prediction of Service Ratings through Smart Phones Based on Geographical Locations,D. Shanthi Saravanan,,2018,,,https://pdfs.semanticscholar.org/7140/ee4587fe14d6b92413267e8ab1166ba72996.pdf
,Dr. R. Saminathan,,,,,
,G. Karthick,,,,,
Prediction of Suspect Location Based on Spatiotemporal Semantics,Lian Duan,ISPRS Int. J. Geo-Information,2017,,,https://pdfs.semanticscholar.org/c436/fa7676394487d9ed9f1c3edb6716d103c99c.pdf
,Tao Hu,,,,,
,Xinyan Zhu,,,,,
,Xinyue Ye,,,,,
Prediction of human emergency behavior and their mobility following large-scale disaster,Quanshi Zhang,KDD,2014,1,13,http://dl.acm.org/citation.cfm?id=2623628
,Ryosuke Shibasaki,,,,,
,Xuan Song,,,,,
,Yoshihide Sekimoto,,,,,
Prediction of urban human mobility using large-scale taxi traces and its applications,Gang Pan,Frontiers of Computer Science,2011,5,24,http://doi.org/10.1007/s11704-011-1192-6
,Xiaolong Li,,,,,
,Zonghui Wang,,,,,
Proactive caching with mobility prediction under uncertainty in information-centric networks,Mario Gerla,ICN,2017,,,http://dl.acm.org/citation.cfm?id=3125728
,Noor Abani,,,,,
,Torsten Braun,,,,,
Recommendations in location-based social networks: a survey,David Wilkie,GeoInformatica,2015,9,81,https://pdfs.semanticscholar.org/6bca/29fb882217379ff2cd996f9da31ca185e411.pdf
,Jie Bao,,,,,
,Mohamed F. Mokbel,,,,,
,Yu Zheng,,,,,
Recommending friends and locations based on individual location history,Lizhu Zhang,TWEB,2011,24,53,http://dl.acm.org/citation.cfm?id=1921596
,Wei-Ying Ma,,,,,
,Xing Xie,,,,,
,Yu Zheng,,,,,
,Zhengxin Ma,,,,,
Regularity and Conformity: Location Prediction Using Heterogeneous Mobility Data,Nicholas Jing Yuan,KDD,2015,4,28,http://dl.acm.org/citation.cfm?id=2783350
,Yingzi Wang,,,,,
,Yong Rui,,,,,
Regularity and Conformity: Location Prediction Using Heterogeneous Mobility Data,Nicholas Jing Yuan,KDD,2015,4,28,http://dl.acm.org/citation.cfm?id=2783350
,Yingzi Wang,,,,,
,Yong Rui,,,,,
Relaxing Hukou : Increased labor mobility and China ' s economic geography,Harry Garretsen,,2010,1,,https://pdfs.semanticscholar.org/f3de/4d745be0ba175432d516c6d038d00242fbe9.pdf
,Marc Schramm,,,,,
,Steven Brakman,,,,,
