Título do Artigo,Autores,Origem da Publicação,Ano de Publicação,Fator de Influência,Velocidade de Citação,Link do artigo
,Rick A. Adams,,,,,
,W Martin Usrey,,,,,
Capturing complex behaviour for predicting distant future trajectories,Arielle Moro,MobiGIS,2016,,,http://dl.acm.org/citation.cfm?id=3004730
,Benoît Garbinato,,,,,
,Bertil Chapuis,,,,,
,Vaibhav Kulkarni,,,,,
Cognition and depression: current status and future directions.,Ian H. Gotlib,Annual review of clinical psychology,2010,51,,https://pdfs.semanticscholar.org/47a4/ac5b8e51bfa0a40091039c46c628ae200c0e.pdf
,Jutta Joormann,,,,,
Cognitive radar: a way of the future,Simon Haykin,IEEE Signal Processing Magazine,2006,29,82,http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1593335
Collaborative location and activity recommendations with GPS history data,Qiang Yang,WWW,2010,36,79,http://dl.acm.org/citation.cfm?id=1772795
,Vincent Wenchen Zheng,,,,,
,Xing Xie,,,,,
,Yu Zheng,,,,,
Combined location-routing problems: A synthesis and future research directions,Hokey Min,European Journal of Operational Research,1998,13,12,http://doi.org/10.1016/S0377-2217%2897%2900172-0
,Rajesh Srivastava,,,,,
,Vaidyanathan Jayaraman,,,,,
Computational prediction of transcription-factor binding site locations,Martha L. Bulyk,Genome Biology,2003,6,,http://doi.org/10.1186/gb-2003-5-1-201
DESIRE: Distant Future Prediction in Dynamic Scenes with Interacting Agents,Christopher Bongsoo Choy,2017 IEEE Conference on Computer Vision and…,2017,11,41,https://arxiv.org/pdf/1704.04394.pdf
,Manmohan Krishna Chandraker,,,,,
,Namhoon Lee,,,,,
,Paul Vernaza,,,,,
,Philip H. S. Torr,,,,,
,Wongun Choi,,,,,
DESIRE: Distant Future Prediction in Dynamic Scenes with Interacting Agents,Christopher Bongsoo Choy,2017 IEEE Conference on Computer Vision and…,2017,11,41,https://arxiv.org/pdf/1704.04394.pdf
,Manmohan Krishna Chandraker,,,,,
,Namhoon Lee,,,,,
,Paul Vernaza,,,,,
,Philip H. S. Torr,,,,,
,Wongun Choi,,,,,
Deep Sensing for Future Spectrum and Location Awareness 5G Communications,Arumugam Nallanathan,IEEE Journal on Selected Areas in Communications,2015,1,18,http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7103022
,Bin Li,,,,,
,Chenglin Zhao,,,,,
,Shenghong Li,,,,,
Does stroke location predict walk speed response to gait rehabilitation?,Jean_Claude Baron,Human brain mapping,2016,,39,https://pdfs.semanticscholar.org/e576/825cf2f24b48065298e7a594690d008d104b.pdf
,Peter S. Jones,,,,,
,Valerie M. Pomeroy,,,,,
Does visual working memory represent the predicted locations of future target objects? An event-related brain potential study.,Anna Grubert,Brain research,2015,,,https://www.ncbi.nlm.nih.gov/pubmed/25445999
,Martin Eimer,,,,,
Dual Motion GAN for Future-Flow Embedded Video Prediction,Eric P. Xing,2017 IEEE International Conference on Computer…,2017,8,38,https://arxiv.org/pdf/1708.00284.pdf
,Lisa Lee,,,,,
,Wei Dai,,,,,
,Xiaodan Liang,,,,,
Dynamic Service Placement for Mobile Micro-Clouds with Predicted Future Costs,Kevin S. Chan,IEEE Transactions on Parallel and Distributed…,2015,4,19,https://arxiv.org/pdf/1503.02735.pdf
,Kin K. Leung,,,,,
,Murtaza Zafer,,,,,
,Rahul Urgaonkar,,,,,
,Shiqiang Wang,,,,,
,Ting He,,,,,
Evaluating location predictors with extensive Wi-Fi mobility data,David Kotz,IEEE INFOCOM 2004,2003,15,11,http://dl.acm.org/citation.cfm?id=965747
,Libo Song,,,,,
,Ravi Jain,,,,,
,Xiaoning He,,,,,
Extending Data Mining for Spatial Applications: A Case Study in Predicting Nest Locations,Sanjay Chawla,ACM SIGMOD Workshop on Research Issues in Data…,2000,,,https://pdfs.semanticscholar.org/9047/c497db1a863d05940c5b26dfbbea2cdd6f06.pdf
,Shashi Shekhar,,,,,
,Uygar Ozesmi,,,,,
,Weili Wu,,,,,
"Femtocells: Past, Present, and Future",Holger Claussen,IEEE Journal on Selected Areas in Communications,2012,45,168,http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6171992
,Jeffrey G. Andrews,,,,,
,Mark C. Reed,,,,,
,Mischa Dohler,,,,,
,Sundeep Rangan,,,,,
Forecasting Hand and Object Locations in Future Frames,Chenyou Fan,ArXiv,2017,,,
,Jangwon Lee,,,,,
,Michael S. Ryoo,,,,,
Forecasting the Future of Predictive Crime Mapping,Elizabeth R. Groff,,2002,,9,https://pdfs.semanticscholar.org/2d6e/245b08c76a49d9be31578ed8a172b85e2e56.pdf
,Nancy G. La Vigne,,,,,
Forecasting the Future of Predictive Crime Mapping,Elizabeth R. Groff,,2002,,9,https://pdfs.semanticscholar.org/2d6e/245b08c76a49d9be31578ed8a172b85e2e56.pdf
,Nancy G. La Vigne,,,,,
Frequent pattern mining: current status and future directions,Dong Xin,Data Mining and Knowledge Discovery,2006,69,94,http://doi.org/10.1007/s10618-006-0059-1
,Hong Cheng,,,,,
,Jiawei Han,,,,,
,Xifeng Yan,,,,,
Friendship and mobility: user movement in location-based social networks,Eunjoon Cho,KDD,2011,200,314,http://dl.acm.org/citation.cfm?id=2020579
,Jure Leskovec,,,,,
,Seth A. Myers,,,,,
Future Locations Prediction with Uncertain Data,Disheng Qiu,ECML/PKDD,2013,1,,https://pdfs.semanticscholar.org/0181/bd9cea7c3f7c7af67066a390096148b15f79.pdf
,Lorenzo Blanco,,,,,
,Paolo Papotti,,,,,
Future Person Localization in First-Person Videos,Karttikeya Mangalam,CVPR,2018,2,,https://arxiv.org/pdf/1711.11217.pdf
,Ryo Yonetani,,,,,
,Takuma Yagi,,,,,
,Yoichi Sato,,,,,
Future developments in brain-machine interface research,Andrew J Tate,Clinics,2011,2,26,https://pdfs.semanticscholar.org/cf04/663d5d5cd5ffbc536249db32d8207538ac06.pdf
,Miguel A. L. Nicolelis,,,,,
,Mikhail A. Lebedev,,,,,
Gene locations may contribute to predicting gene regulatory relationships,Jun Meng,Journal of Zhejiang University-SCIENCE B,2018,,,http://doi.org/10.1631/jzus.B1700303
,Tao Lin,,,,,
,Wen-yuan Xu,,,,,
,Xiao Chen,,,,,
,Xiao-yu Deng,,,,,
Generating the Future with Adversarial Transformers,Antonio Torralba,2017 IEEE Conference on Computer Vision and…,2017,1,31,http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8099802
,Carl Vondrick,,,,,
Home Location Identification of Twitter Users,Clemens Drews,ACM TIST,2014,15,33,https://arxiv.org/pdf/1403.2345.pdf
,Jalal Mahmud,,,,,
,Jeffrey Nichols,,,,,
Hutchinson's duality: the once and future niche.,Robert K Colwell,Proceedings of the National Academy of Sciences…,2009,4,23,https://pdfs.semanticscholar.org/66c8/410d4e26804fb6c809c98d8fb42bc385990f.pdf
,Thiago Fernando Rangel,,,,,
"Hybrid porous solids: past, present, future.",Gérard Férey,Chemical Society reviews,2008,1,,https://pdfs.semanticscholar.org/d1be/f0717c54dc85b15c2316fdf32a1cb6df6936.pdf
"Internet of Things (IoT): A vision, architectural elements, and future directions",Jayavardhana Gubbi,Future Generation Comp. Syst.,2013,140,"1,110",https://arxiv.org/pdf/1207.0203.pdf
,Marimuthu Palaniswami,,,,,
,Rajkumar Buyya,,,,,
,Slaven Marusic,,,,,
LARS*: An Efficient and Scalable Location-Aware Recommender System,Ahmed Eldawy,IEEE Transactions on Knowledge and Data…,2014,6,24,http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6427747
,Justin J. Levandoski,,,,,
,Mohamed F. Mokbel,,,,,
,Mohamed Sarwat,,,,,
LORE: exploiting sequential influence for location recommendations,Chi-Yin Chow,SIGSPATIAL/GIS,2014,7,33,http://dl.acm.org/citation.cfm?id=2666400
,Jia-Dong Zhang,,,,,
,Yanhua Li,,,,,
Learning Significant Locations and Predicting User Movement with GPS,Daniel Ashbrook,SEMWEB,2001,24,15,https://pdfs.semanticscholar.org/23ee/7d803347af97f431fd030baeaf464a3b0990.pdf
,Thad Starner,,,,,
"Levels of processing: past, present. and future?",Fergus I. M. Craik,Memory,2002,15,,https://pdfs.semanticscholar.org/42b6/2941e8a6214b7be2e83285fb28667c3af0d3.pdf
"Livestock production: recent trends, future prospects",Philip K. Thornton,Philosophical transactions of the Royal Society…,2010,28,,https://pdfs.semanticscholar.org/9a99/f52a28ec354ab8da8ae7a93ebaccffa3252b.pdf
Location Based Services and GIS in Perspective,Bin Jiang,Location Based Services and TeleCartography,2007,,,https://pdfs.semanticscholar.org/161c/8c1fff15d83ab463b1170334065a87db0552.pdf
,Xiaobai Angela Yao,,,,,
Location of brain tumor intersecting white matter tracts predicts patient prognosis,Alexander B. Carle,Journal of Neuro-Oncology,2015,,28,http://doi.org/10.1007/s11060-015-1928-5
,Nikolai J. Mickevicius,,,,,
,Peter S LaViolette,,,,,
Location recognition using prioritized feature matching,Daniel P. Huttenlocher,ECCV 2010,2010,64,53,http://doi.org/10.1007/978-3-642-15552-9_57
,Noah Snavely,,,,,
,Yunpeng Li,,,,,
Location-Based Services: Back to the Future,Abdelsalam Helal,IEEE Pervasive Computing,2008,11,11,http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4487093
,Axel Küpper,,,,,
,Paolo Bellavista,,,,,
Location-based services and GIS in perspective,Bin Jiang,"Computers, Environment and Urban Systems",2006,6,9,http://doi.org/10.1016/j.compenvurbsys.2006.02.003
,Xiaobai Angela Yao,,,,,
"MRI and CSF biomarkers in normal, MCI, and AD subjects: predicting future clinical change.",Clifford R. Jack,Neurology,2009,11,,https://pdfs.semanticscholar.org/19c2/1f037dbe1a68f2f43b20caec0face3eacb8b.pdf
,Heather J. Wiste,,,,,
,Prashanthi Vemuri,,,,,
Matrix factorization on semantic trajectories for predicting future semantic locations,Antonios Karatzoglou,2017 IEEE 13th International Conference on…,2017,,,http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8115810
,Michael Beigl,,,,,
,Stefan Christian Lamp,,,,,
Matrix factorization on semantic trajectories for predicting future semantic locations,Antonios Karatzoglou,2017 IEEE 13th International Conference on…,2017,,,http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8115810
,Michael Beigl,,,,,
,Stefan Christian Lamp,,,,,
Millimeter Wave Communications for Future Mobile Networks,Amitava Ghosh,IEEE Journal on Selected Areas in Communications,2017,2,84,https://arxiv.org/pdf/1705.06072.pdf
,Ming Xiao,,,,,
,Shahid Mumtaz,,,,,
Mining Object Similarity for Predicting Next Locations,Meng Chen,Journal of Computer Science and Technology,2016,,,http://doi.org/10.1007/s11390-016-1654-2
,Xiaohui Yu,,,,,
,Yang Liu,,,,,
Mining interesting locations and travel sequences from GPS trajectories,Lizhu Zhang,WWW,2009,84,203,http://dl.acm.org/citation.cfm?id=1526816
,Wei-Ying Ma,,,,,
,Xing Xie,,,,,
,Yu Zheng,,,,,
Mining moving patterns for predicting next location,Meng Chen,Inf. Syst.,2015,,,http://doi.org/10.1016/j.is.2015.07.001
,Xiaohui Yu,,,,,
,Yang Liu,,,,,
Mobile crowdsensing: current state and future challenges,Fan Ye,IEEE Communications Magazine,2011,56,285,http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6069707
,Hui Lei,,,,,
,Raghu K. Ganti,,,,,
Model predictive control: Recent developments and future promise,David Q. Mayne,Automatica,2014,14,122,http://doi.org/10.1016/j.automatica.2014.10.128
Model predictive control: Recent developments and future promise,David Q. Mayne,Automatica,2014,14,122,http://doi.org/10.1016/j.automatica.2014.10.128
Modeling Location-Based User Rating Profiles for Personalized Recommendation,Bin Cui,TKDD,2015,3,27,http://dl.acm.org/citation.cfm?id=2663356
,Chengqi Zhang,,,,,
,Hongzhi Yin,,,,,
,Ling Chen,,,,,
,Zhiting Hu,,,,,
Modelling ofmacrosegregation : applications and future needs,Christoph Beckermann,,2002,2,,https://pdfs.semanticscholar.org/1083/5bea7e1ff062ad782b18571ecb3d4e183e4e.pdf
"Modelling soil variation : past , present , and future",Gerard B. M. Heuvelink,,2000,2,,https://pdfs.semanticscholar.org/301e/a774926c1c38ffc0180467f5ebc83885e598.pdf
,R. Webster,,,,,
Nanomedicine: current status and future prospects.,Alan Christy Hunter,FASEB journal : official publication of the…,2005,13,,https://pdfs.semanticscholar.org/2481/8ec8d2f7024959953c80a9cfaf50d1b5527f.pdf
,J. Clifford Murray,,,,,
,Seyed Moein Moghimi,,,,,
Nanomedicine: current status and future prospects.,Alan Christy Hunter,FASEB journal : official publication of the…,2005,13,,https://pdfs.semanticscholar.org/2481/8ec8d2f7024959953c80a9cfaf50d1b5527f.pdf
,J. Clifford Murray,,,,,
,Seyed Moein Moghimi,,,,,
NextCell: Predicting Location Using Social Interplay from Cell Phone Traces,Daqiang Zhang,IEEE Transactions on Computers,2015,2,12,http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6671589
,Daqing Zhang,,,,,
,Haoyi Xiong,,,,,
,Laurence Tianruo Yang,,,,,
,Vincent Gauthier,,,,,
On the prediction of future vehicle locations in free-floating car sharing systems,Andrea G. Bianchessi,2015 IEEE Intelligent Vehicles Symposium (IV),2015,,,http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7225816
,Sergio M. Savaresi,,,,,
,Simone Formentin,,,,,
POI2Vec: Geographical Latent Representation for Predicting Future Visitors,Bo An,AAAI,2017,1,21,https://pdfs.semanticscholar.org/ff85/033527eef66c7d89deac5f73da42c7b11682.pdf
,Gao Cong,,,,,
,Shanshan Feng,,,,,
,Yeow Meng Chee,,,,,
"Past, present, and future of CRT",Angelo Auricchio,Heart Failure Reviews,2010,41,,http://doi.org/10.1007/s10741-010-9214-2
,François Regoli,,,,,
"Past, present, and future of CRT",Angelo Auricchio,Heart Failure Reviews,2010,41,,http://doi.org/10.1007/s10741-010-9214-2
,François Regoli,,,,,
Patch to the Future: Unsupervised Visual Prediction,Abhinav Gupta,2014 IEEE Conference on Computer Vision and…,2014,7,47,http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6909818
,Jacob Walker,,,,,
,Martial Hebert,,,,,
Placenta: predicting future health.,Anthony M Carter,Placenta,2012,,,https://www.ncbi.nlm.nih.gov/pubmed/22088940
Placenta: predicting future health.,Anthony M Carter,Placenta,2012,,,https://www.ncbi.nlm.nih.gov/pubmed/22088940
Positioning methods for future location-based services,Luka Vidmar,,2011,,,https://pdfs.semanticscholar.org/e309/45b034fbf088c24fad6a13eeece11ed2a775.pdf
,Mitja Stular,,,,,
Positioning methods for future location-based services,Luka Vidmar,,2011,,,https://pdfs.semanticscholar.org/e309/45b034fbf088c24fad6a13eeece11ed2a775.pdf
,Mitja Stular,,,,,
Predicting Bundles of Spatial Locations from Learning Revealed Preference Data,Hoong Chuin Lau,AAMAS,2015,,,https://pdfs.semanticscholar.org/b986/01798e730c27b54f0a8c705529ca7861bb6e.pdf
,Ramayya Krishnan,,,,,
,Siyuan Liu,,,,,
,Truc Viet Le,,,,,
Predicting Defects for Eclipse,Andreas Zeller,Third International Workshop on Predictor Models…,2007,76,59,http://dl.acm.org/citation.cfm?id=1269057
,Rahul Premraj,,,,,
,Thomas Zimmermann,,,,,
Predicting Future Changes in Muskegon River Watershed Game Fish Distributions under Future Land Cover Alteration and Climate Change Scenarios,Jeffrey S. Schaeffer,,2010,1,,https://pdfs.semanticscholar.org/6096/ac5b4b0196585f14b89776c44ad13038fda8.pdf
,P. J. Steen,,,,,
Predicting Future Developer Behavior in the IDE Using Topic Models,David C. Shepherd,IEEE Transactions on Software Engineering,2018,,,http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8024001
,Hui Chen,,,,,
,Kostadin Damevski,,,,,
,Lori Pollock,,,,,
,Nicholas A. Kraft,,,,,
Predicting Future Locations and Arrival Times of Individuals,Ingrid Burbey,,2011,5,,https://pdfs.semanticscholar.org/03e0/2c22300605e41f4c3757d0cb7734d2523111.pdf
Predicting Future Locations for Moving Objects,Disheng Qiu,,2011,,,https://pdfs.semanticscholar.org/2421/7adb16cff83b293a4e2de717dd62c647b9b9.pdf
,Lorenzo Blanco,,,,,
,Paolo Papotti,,,,,
Predicting Locations in Tweets,Josiane Mothe,,2017,,,https://pdfs.semanticscholar.org/1a88/4eeeb2db38388b78f9dc0660ad9a0963cd8c.pdf
,T. Hoang,,,,,
,Véronique Moriceau,,,,,
Predicting Locations in Tweets,Josiane Mothe,,2017,,,https://pdfs.semanticscholar.org/1a88/4eeeb2db38388b78f9dc0660ad9a0963cd8c.pdf
,T. Hoang,,,,,
,Véronique Moriceau,,,,,
Predicting Locations of High-Risk Plaques in Coronary Arteries in Patients Receiving Statin Therapy,Andreas Wahle,IEEE Transactions on Medical Imaging,2018,1,,http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7973177
,John J. Lopez,,,,,
,Ling Zhang,,,,,
,Milan Sonka,,,,,
,Tomas Kovarnik,,,,,
,Zhi Chen,,,,,
"Predicting Protein Subcellular Localization: Past, Present, and Future",Annette Höglund,"Genomics, proteomics & bioinformatics",2004,1,,https://pdfs.semanticscholar.org/f53f/d5741720ffbf4a182e860fdc53ee87a27295.pdf
,Pierre Dönnes,,,,,
Predicting Scene Parsing and Motion Dynamics in the Future,Huaxin Xiao,NIPS,2017,3,,https://arxiv.org/pdf/1711.03270.pdf
,Shuicheng Yan,,,,,
,Xiaojie Jin,,,,,
Predicting User Locations and Trajectories,Eelco Herder,UMAP,2014,1,,https://pdfs.semanticscholar.org/077a/e228d5f96b25d229f69d47d71846a7b96ddb.pdf
,Patrick Siehndel,,,,,
,Ricardo Kawase,,,,,
Predicting User Locations and Trajectories,Eelco Herder,UMAP,2014,1,,https://pdfs.semanticscholar.org/077a/e228d5f96b25d229f69d47d71846a7b96ddb.pdf
,Patrick Siehndel,,,,,
,Ricardo Kawase,,,,,
Predicting Visitors Using Location-Based Social Networks,Felipe Soares Da Costa,2018 19th IEEE International Conference on Mobile…,2018,,,http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8411283
,Muhammad Aamir Saleem,,,,,
,Panagiotis Karras,,,,,
,Peter Dolog,,,,,
,Toon Calders,,,,,
,Torben Bach Pedersen,,,,,
Predicting future botnet addresses with uncleanliness,Jeff Janies,,2007,,,https://pdfs.semanticscholar.org/a37b/91d5eb296f5a94bc96b43712caeeb29eedfd.pdf
,Markus De Shon,,,,,
,Michael G Collins,,,,,
,Rhiannon Weaver,,,,,
,Sidney Faber,,,,,
,Timothy J. Shimeall,,,,,
Predicting future locations using clusters' centroids,Mark Last,GIS,2007,1,,http://dl.acm.org/citation.cfm?id=1341079
,Oded Maimon,,,,,
,Sigal Elnekave,,,,,
Predicting future locations using prediction-by-partial-match,Ingrid Burbey,MELT,2008,4,,http://dl.acm.org/citation.cfm?id=1410014
,Thomas L. Martin,,,,,
Predicting future locations with hidden Markov models,Bruno Martins,UbiComp,2012,16,72,http://dl.acm.org/citation.cfm?id=2370421
,Ruben Raposo,,,,,
,Wesley Mathew,,,,,
Predicting future motion.,Preeti Verghese,Journal of vision,2002,3,,https://pdfs.semanticscholar.org/b16d/9312aadaaf4d6075a2c6a5f5675e7ac63f0f.pdf
,Suzanne P. McKee,,,,,
Predicting human mobility based on location data modeled by Markov chains,Changchun Pan,2016 Fourth International Conference on…,2016,,,http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7809963
,Genke Yang,,,,,
,Haichun Liu,,,,,
,Junjie Jiang,,,,,
Predicting multisite protein subcellular locations: progress and challenges.,Chao Xu,Expert review of proteomics,2013,,,https://www.ncbi.nlm.nih.gov/pubmed/23777214
,Pufeng Du,,,,,
Predicting next location using a variable order Markov model,Jian Xu,IWGS,2014,,,http://dl.acm.org/citation.cfm?id=2676557
,Jie Yang,,,,,
,Ming Xu,,,,,
,Ning Zheng,,,,,
,Yu Chen,,,,,
Predicting outcomes in pregnancies of unknown location.,Emma Kirk,Women's health,2008,,,https://www.ncbi.nlm.nih.gov/pubmed/19072488
,Tom Bourne,,,,,
Predicting protein submitochondria locations by combining different descriptors into the general form of Chou’s pseudo amino acid composition,Guo-Liang Fan,Amino Acids,2011,1,32,http://doi.org/10.1007/s00726-011-1143-4
,Qian-zhong Li,,,,,
Predicting the Future Popularity of Images on Social Networks,JeongKyu Lee,MISNC,2016,,,http://dl.acm.org/citation.cfm?id=2955154
,Khaled Almgren,,,,,
,Minkyu Kim,,,,,
Predicting the Next Location: A Recurrent Model with Spatial and Temporal Contexts,Liang Wang,AAAI,2016,17,43,https://pdfs.semanticscholar.org/5bdf/0970034d0bb8a218c06ba3f2ddf97d29103d.pdf
,Qiang Liu,,,,,
,Shu Wu,,,,,
,Tieniu Tan,,,,,
Predicting the Next Location: A Recurrent Model with Spatial and Temporal Contexts,Liang Wang,AAAI,2016,17,43,https://pdfs.semanticscholar.org/5bdf/0970034d0bb8a218c06ba3f2ddf97d29103d.pdf
,Qiang Liu,,,,,
,Shu Wu,,,,,
Predicting the efficacy of future training programs using past experiences at other locations,Tieniu Tan,,2004,10,,https://pdfs.semanticscholar.org/1043/09f086aae1cbd9116e5e407f46e2cd04406f.pdf
Predicting the future behavior of a time-varying probability distribution,Christoph H. Lampert,2015 IEEE Conference on Computer Vision and…,2015,2,,http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7298696
Predicting the future development of depression or PTSD after injury.,Douglas J. Wiebe,General hospital psychiatry,2011,,,https://www.ncbi.nlm.nih.gov/pubmed/21762828
,Flaura Koplin Winston,,,,,
,Josef I Ruzek,,,,,
,Nancy Kassam-Adams,,,,,
,Theimann H Ackerson,,,,,
,Therese S Richmond,,,,,
Predicting the location and number of faults in large software systems,Elaine J. Weyuker,IEEE Transactions on Software Engineering,2005,47,40,http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1435354
,Robert M. Bell,,,,,
,Thomas J. Ostrand,,,,,
Predicting the location of mobile users: a machine learning approach,Alexandros Kalousis,ICPS,2009,1,9,http://dl.acm.org/citation.cfm?id=1568210
,Christos Anagnostopoulos,,,,,
,Miltos Kyriakakos,,,,,
,Stathes Hadjiefthymiades,,,,,
,Theodoros Anagnostopoulos,,,,,
Predicting the next move: Determining mobile user location using semantic information,Chid Kollengode,2015 International Conference on Advances in…,2015,,,http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7275971
,Dinkar Sitaram,,,,,
,Gautham V. Kidiyoor,,,,,
,K. S. VarunS.,,,,,
,Nitin Bhyri,,,,,
,Subramaniam Kalambur,,,,,
"Predicting the past, remembering the future",Samuel J Gershman,Current Opinion in Behavioral Sciences,2017,,,https://www.sciencedirect.com/science/article/pii/S2352154616302807?dgcid=api_sd_search-api-endpoint
Predictive location-based QoS routing in mobile ad hoc networks,Klara Nahrstedt,ICC,2002,10,7,https://pdfs.semanticscholar.org/2930/552337a1e6d4c31b4fda5a8191d0eda6d7b8.pdf
,Samarth H. Shah,,,,,
Present and future arboviral threats.,Scott C. Weaver,Antiviral research,2010,31,,https://www.ncbi.nlm.nih.gov/pubmed/19857523
,William K. Reisen,,,,,
Present and future arboviral threats.,Scott C. Weaver,Antiviral research,2010,31,,https://www.ncbi.nlm.nih.gov/pubmed/19857523
,William K. Reisen,,,,,
Privacy protection for users of location-based services,Kang G. Shin,IEEE Wireless Communications,2012,8,25,http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6155874
,Xiaoen Ju,,,,,
,Xin Hu,,,,,
,Zhigang Chen,,,,,
"Prognostic and predictive biomarkers in breast cancer: Past, present and future.",Andrea Nicolini,Seminars in cancer biology,2018,,34,https://www.ncbi.nlm.nih.gov/pubmed/28882552
,Michael J. Duffy,,,,,
,Paola C. Ferrari,,,,,
"Prognostic and predictive biomarkers in breast cancer: Past, present and future.",Andrea Nicolini,Seminars in cancer biology,2018,,34,https://www.ncbi.nlm.nih.gov/pubmed/28882552
,Michael J. Duffy,,,,,
,Paola C. Ferrari,,,,,
Prospection: experiencing the future.,Daniel T. Gilbert,Science,2007,17,,https://pdfs.semanticscholar.org/1490/ef925af58726a595e2f0da8c7b3c34d0dc08.pdf
,Timothy D Wilson,,,,,
