Título do Artigo,Autores,Origem da Publicação,Ano de Publicação,Fator de Influência,Velocidade de Citação,Link do artigo
,Michael A. Davies,,,,,
Biodiversity hotspots and Ocbil theory,Fernando A. O. Silveira,Plant and Soil,2015,3,17,http://doi.org/10.1007/s11104-015-2764-2
,Peggy L. Fiedler,,,,,
,Stephen D. Hopper,,,,,
Biogeography and speciation of terrestrial fauna in the south-western Australian biodiversity hotspot.,Danielle L. Edwards,Biological reviews of the Cambridge Philosophical…,2015,2,45,https://www.ncbi.nlm.nih.gov/pubmed/25125282
,John D. Roberts,,,,,
,Leo A. Joseph,,,,,
,Margaret Byrne,,,,,
,Mark Stephen Harvey,,,,,
,Michael G. Rix,,,,,
Biogeography and speciation of terrestrial fauna in the south-western Australian biodiversity hotspot.,Danielle L. Edwards,Biological reviews of the Cambridge Philosophical…,2015,2,45,https://www.ncbi.nlm.nih.gov/pubmed/25125282
,John D. Roberts,,,,,
,Leo A. Joseph,,,,,
,Margaret Byrne,,,,,
,Mark Stephen Harvey,,,,,
,Michael G. Rix,,,,,
Biogeography and speciation of terrestrial fauna in the south-western Australian biodiversity hotspot.,Danielle L. Edwards,Biological reviews of the Cambridge Philosophical…,2015,2,45,https://www.ncbi.nlm.nih.gov/pubmed/25125282
,John D. Roberts,,,,,
,Leo A. Joseph,,,,,
,Margaret Byrne,,,,,
,Mark Stephen Harvey,,,,,
,Michael G. Rix,,,,,
Cell-free DNA and next-generation sequencing in the service of personalized medicine for lung cancer,Catherine W. Bennett,Oncotarget,2016,,9,https://pdfs.semanticscholar.org/a7c3/1a15dee1b89a447fb921d2607c6849d97fb3.pdf
,Guy J. Berchem,,,,,
,Victoria El-Khoury,,,,,
,Yeoun Jin Kim,,,,,
"Climate change impacts on endemic, high-elevation lichens in a biodiversity hotspot",James C. Lendemer,Biodiversity and Conservation,2016,,,http://doi.org/10.1007/s10531-016-1071-4
,Jessica L Allen,,,,,
"Climate change impacts on endemic, high-elevation lichens in a biodiversity hotspot",James C. Lendemer,Biodiversity and Conservation,2016,,,http://doi.org/10.1007/s10531-016-1071-4
,Jessica L Allen,,,,,
Clinical evaluation of panel testing by next-generation sequencing (NGS) for gene mutations in myeloid neoplasms,A. C. Wa,Diagnostic pathology,2016,,57,https://pdfs.semanticscholar.org/be05/4b1198ed0f90465971c0f9b8feea0f896717.pdf
,Chun Hang Au,,,,,
,Dona N. Ho,,,,,
,Edmond S. K. Ma,,,,,
,T. L. Chan,,,,,
Comparative analysis of somatic copy-number alterations across different human cancer types reveals two distinct classes of breakpoint hotspots.,Han Liang,Human molecular genetics,2012,,,https://pdfs.semanticscholar.org/70bb/4056819a601f528494987c5193bb3252de4f.pdf
,Li Zhang,,,,,
,Yu-Dong Li,,,,,
Comparative phylogeography of oceanic archipelagos: Hotspots for inferences of evolutionary process.,Kerry L Shaw,Proceedings of the National Academy of Sciences…,2016,2,,https://pdfs.semanticscholar.org/81d1/dffc6821804baa1f4f827f69ea7d15ad34b7.pdf
,Rosemary G. Gillespie,,,,,
Comparative phylogeography of oceanic archipelagos: Hotspots for inferences of evolutionary process.,Kerry L Shaw,Proceedings of the National Academy of Sciences…,2016,2,,https://pdfs.semanticscholar.org/81d1/dffc6821804baa1f4f827f69ea7d15ad34b7.pdf
,Rosemary G. Gillespie,,,,,
Comparison of targeted next-generation sequencing with conventional sequencing for predicting the responsiveness to epidermal growth factor receptor-tyrosine kinase inhibitor (EGFR-TKI) therapy in…,Geon Lee,Lung cancer,2014,,32,https://www.ncbi.nlm.nih.gov/pubmed/24857785
,Ji-Youn Han,,,,,
,Sun Hye Kim,,,,,
Continuous representation of tumor microvessel density and detection of angiogenic hotspots in histological whole-slide images,Alexander Marx,Oncotarget,2015,,,https://pdfs.semanticscholar.org/762d/4244d8fd798d6056a0ed6456ab1ee5f0be43.pdf
,Cleo-Aron Weis,,,,,
,Constantino Carlos Reyes-Aldasoro,,,,,
,Frank G. Zöllner,,,,,
,Jakob Nikolas Kather,,,,,
,Lothar R. Schad,,,,,
Converging levels of analysis on a genomic hotspot for psychosis: insights from 22q11.2 deletion syndrome.,Carrie E. Bearden,Neuropharmacology,2013,1,,https://www.ncbi.nlm.nih.gov/pubmed/23098994
,Maria Jalbrzikowski,,,,,
,María Teresa Lázaro,,,,,
,Matthew J. Schreiner,,,,,
Coordinated Multi-Point Clustering Schemes: A Survey,Ali Imran,IEEE Communications Surveys & Tutorials,2017,,16,http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7839266
,Hasan Farooq,,,,,
,Muhammad Ali Imran,,,,,
,Selcuk Bassoy,,,,,
Coordinated Multi-Point Clustering Schemes: A Survey,Ali Imran,IEEE Communications Surveys & Tutorials,2017,,16,http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7839266
,Hasan Farooq,,,,,
,Muhammad Ali Imran,,,,,
,Selcuk Bassoy,,,,,
Crime Hotspot Detection A Computational Perspective,Emre Eftelioglu,,2016,,,https://pdfs.semanticscholar.org/8769/b8800f9348610fca8693fe52420f97a34b96.pdf
,Shashi Shekhar,,,,,
,Xun Tang,,,,,
Crossover heterogeneity in the absence of hotspots in Caenorhabditis elegans.,Matthew V Rockman,Genetics,2014,1,,https://pdfs.semanticscholar.org/607a/47bd3c71904a142b918089564935bce7ff81.pdf
,Taniya Kaur,,,,,
Crowd location forecasting at points of interest,Edgar Chávez,IJAHUC,2015,2,,https://pdfs.semanticscholar.org/0bec/bcf9e7002fb2e5c834f4ec49daa280c2fb45.pdf
,J. Antonio García-Macías,,,,,
,Jorge Alvarez-Lozano,,,,,
Data Mining and Hotspot Detection in an Urban Development Project,Chamont Wang,,2008,,,https://pdfs.semanticscholar.org/32a4/26b41947e07631c1be79bc5c662719cd9a92.pdf
,Pin-Shuo Liu,,,,,
Data Mining and Hotspot Detection in an Urban Development Project,Chamont Wang,,2008,,,https://pdfs.semanticscholar.org/32a4/26b41947e07631c1be79bc5c662719cd9a92.pdf
,Pin-Shuo Liu,,,,,
Detecting Hotspots in Time and Space,Michael J. McCullagh,,2006,1,,https://pdfs.semanticscholar.org/9b4f/92c02f9d358a77bd746cbc08b316efae5c3a.pdf
Detecting Hotspots in Time and Space,Michael J. McCullagh,,2006,1,,https://pdfs.semanticscholar.org/9b4f/92c02f9d358a77bd746cbc08b316efae5c3a.pdf
"Digital governance, hotspot geoinformatics, and sustainable development: A Preface",Ganapati P. Patil,Environmental and Ecological Statistics,2010,,,http://doi.org/10.1007/s10651-010-0144-x
Diversification of the African genus Protea (Proteaceae) in the Cape biodiversity hotspot and beyond: equal rates in different biomes.,Gail Reeves,Evolution; international journal of organic…,2010,14,,https://www.ncbi.nlm.nih.gov/pubmed/19804404
,Luís Valente,,,,,
,Timothy G Barraclough,,,,,
Ecosystem characteristics and processes facilitating persistent macrobenthic biomass hotspots and associated benthivory in the Pacific Arctic,Jacqueline M. Grebmeier,,2015,,7,https://pdfs.semanticscholar.org/e8e4/73a34ff6768e4c697f8f14f2fa739ed63e2b.pdf
Ecosystem characteristics and processes facilitating persistent macrobenthic biomass hotspots and associated benthivory in the Pacific Arctic,Jacqueline M. Grebmeier,,2015,,7,https://pdfs.semanticscholar.org/e8e4/73a34ff6768e4c697f8f14f2fa739ed63e2b.pdf
Endogenous Multiple Exon Skipping and Back-Splicing at the DMD Mutation Hotspot,Hitoshi Suzuki,International journal of molecular sciences,2016,,,https://pdfs.semanticscholar.org/4947/7b3c0d4996b13d24dc39caac218c0985fc18.pdf
,Toshifumi Tsukahara,,,,,
,Yoshitsugu Aoki,,,,,
Enhancing the accuracy of next-generation sequencing for detecting rare and subclonal mutations,Jesse J. Salk,Nature Reviews Genetics,2018,,,http://doi.org/10.1038/nrg.2017.117
,L. A. Loeb,,,,,
,Michael W. Schmitt,,,,,
Evaluating Temporal Consistency in Marine Biodiversity Hotspots,Elliott L Hazen,PloS one,2015,,,https://pdfs.semanticscholar.org/d101/52dfb441d80305105b56bf2fe8faf3fc7adf.pdf
,Lindsey L. Thurman,,,,,
,Susan E. Piacenza,,,,,
Evaluating Temporal Consistency in Marine Biodiversity Hotspots,Elliott L Hazen,PloS one,2015,,,https://pdfs.semanticscholar.org/d101/52dfb441d80305105b56bf2fe8faf3fc7adf.pdf
,Lindsey L. Thurman,,,,,
,Susan E. Piacenza,,,,,
Excessive disgust caused by brain lesions or temporary inactivations: mapping hotspots of the nucleus accumbens and ventral pallidum.,Chao-Yi Ho,The European journal of neuroscience,2014,2,,https://pdfs.semanticscholar.org/0302/001b16b6dbe00b7574c0783c6a3b33df7ae6.pdf
,Kent C. Berridge,,,,,
Exome-Scale Discovery of Hotspot Mutation Regions in Human Cancer Using 3D Protein Structure.,Collin J Tokheim,Cancer research,2016,2,,https://pdfs.semanticscholar.org/2da0/1938337798a621452cd0d01752e99638ffde.pdf
,Rachel Karchin,,,,,
,Rohit Bhattacharya,,,,,
Extinction Risk and Diversification Are Linked in a Plant Biodiversity Hotspot,Gideon F. Smith,PLoS biology,2011,4,9,https://pdfs.semanticscholar.org/6995/f8eb4dd1e368b0adedcb034209490f4f3927.pdf
,Timothy J. Davies,,,,,
,Vincent Savolainen,,,,,
Extracting Hotspots without A-priori by Enabling Signal Processing over Geospatial Data,Arielle Moro,SIGSPATIAL/GIS,2017,,,http://dl.acm.org/citation.cfm?id=3140002
,Benoît Garbinato,,,,,
,Bertil Chapuis,,,,,
,Vaibhav Kulkarni,,,,,
Factors influencing recombination frequency and distribution in a human meiotic crossover hotspot.,Alec John Jeffreys,Human molecular genetics,2005,8,,https://pdfs.semanticscholar.org/0379/bcc418b3db890313001296fb77f59fead744.pdf
,Rita Neumann,,,,,
Forecasting Hotspots—A Predictive Analytics Approach,David S. Ebert,IEEE Transactions on Visualization and Computer…,2011,,,http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=5473230
,Ross Maciejewski,,,,,
,Ryan Hafen,,,,,
Four individually druggable MET hotspots mediate HGF-driven tumor progression.,Anna Hultberg,The Journal of clinical investigation,2014,2,,https://pdfs.semanticscholar.org/7d5e/0b09473bfe5a693d5e4602cb18af2c517a94.pdf
,Cristina Basilico,,,,,
,Paolo Michieli,,,,,
Fully Self-Organized Fair Peering of Wireless Hotspots,Elias C. Efstathiou,,2004,,,https://pdfs.semanticscholar.org/adf9/c3b3c90faf455450d17d1c070458da65dbd3.pdf
,George C. Polyzos,,,,,
Genomic hotspots of adaptation in butterfly wing pattern evolution.,Arnaud Martin,Current opinion in genetics & development,2008,2,,https://www.ncbi.nlm.nih.gov/pubmed/19135357
,Riccardo Papa,,,,,
,Robert D Reed,,,,,
Guidelines for Validation of Next-Generation Sequencing-Based Oncology Panels: A Joint Consensus Recommendation of the Association for Molecular Pathology and College of American Pathologists.,Lawrence J. Jennings,The Journal of molecular diagnostics : JMD,2017,,29,https://www.ncbi.nlm.nih.gov/pubmed/28341590
,Maria E. Arcila,,,,,
,Marina N. Nikiforova,,,,,
Hedonic Hotspots : Generating Sensory Pleasure in the Brain,K. Shafer Smith,,2007,4,,https://pdfs.semanticscholar.org/33c0/5496b8db9e3328821c639eda9187b2afb66f.pdf
,Kent C. Berridge,,,,,
,Stephen V Mahler,,,,,
,Susana Peciña,,,,,
High Performance Lithography Hotspot Detection With Successively Refined Pattern Identifications and Machine Learning,David Z. Pan,IEEE Transactions on Computer-Aided Design of…,2011,1,9,http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6046168
,Duo Ding,,,,,
,J. Andres Torres,,,,,
"Hormesis, hotspots and emissions trading.",Jonathan Wiener,Human & experimental toxicology,2004,,,https://pdfs.semanticscholar.org/5ea6/d3ce826f14f9ee30e2ac0a2a24a3695dc012.pdf
HotSpot: a compact thermal modeling methodology for early-stage VLSI design,Karthik Sankaranarayanan,IEEE Transactions on Very Large Scale Integration…,2006,138,69,http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1650228
,Kevin Skadron,,,,,
,Mircea R. Stan,,,,,
,Shougata Ghosh,,,,,
,Sivakumar Velusamy,,,,,
,Wei Huang,,,,,
Hotspot Analysis of Spatial Environmental Pollutants Using Kernel Density Estimation and Geostatistical Techniques,C Limperopoulos,International journal of environmental research…,2011,,,https://pdfs.semanticscholar.org/0641/d470aa273c1d34275c3638307aaf50407330.pdf
,Chen-Fa Wu,,,,,
,Chiu-Yang Chen,,,,,
,Hone-Jay Chu,,,,,
,Yu-pin Lin,,,,,
Hotspot mutation panel testing reveals clonal evolution in a study of 265 paired primary and metastatic tumors.,Keyur Pravinchandra Patel,Clinical cancer research : an official journal of…,2015,1,,https://pdfs.semanticscholar.org/bfca/a6a84292eaed53c2fa10ce1a693fd6dc8f57.pdf
,Mark J Routbort,,,,,
,Rashmi Goswami,,,,,
Hotspot wireless LANs to enhance the performance of 3G and beyond cellular networks,Andrew R. Nix,IEEE Communications Magazine,2003,7,,http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1215640
,Angela Doufexi,,,,,
,Araceli Molina,,,,,
,Eustace K. Tameh,,,,,
,Simon Armour,,,,,
Hotspots and Coldspots: Household and village-level variation in orphanhood prevalence in rural Malawi.,Alexander Weinreb,Demographic research,2008,,,https://pdfs.semanticscholar.org/e388/5995dcef48d03231786a4ca4c5c0f1d19cde.pdf
,Patrick Gerland,,,,,
"Hotspots for symbiosis : function , evolution , and specificity of ant-microbe associations from trunk to tips of the ant phylogeny ( Hymenoptera : Formicidae )",Peter C Fleming,,2016,,,https://pdfs.semanticscholar.org/c0ce/8c6198deab1235c99746839e7d555408e945.pdf
Identification and Application of Antitarget Activity Hotspots to Guide Compound Optimization.,Gerhard Hessler,Molecular informatics,2011,,,https://www.ncbi.nlm.nih.gov/pubmed/27468154
,Hans Matter,,,,,
,Karl-Heinz Baringhaus,,,,,
Identification and analysis of mutational hotspots in oncogenes and tumour suppressors,Christopher J. Richardson,Oncotarget,2017,,,https://pdfs.semanticscholar.org/80f2/5bf6e4dd5a70dc4f1a43a53a87a4012f7aef.pdf
,Frances M. G. Pearl,,,,,
,Graeme Benstead-Hume,,,,,
,Hanadi M Baeissa,,,,,
Identification of novel and hotspot mutations in the channel domain of ITPR1 in two patients with Gillespie syndrome,Ginevra Zanni,Gene,2017,,,https://www.ncbi.nlm.nih.gov/pubmed/28698159
,Maria Lisa Dentici,,,,,
,Sabina Barresi,,,,,
Infant mortality and social environment in Georgia: an application of hotspot detection and prioritization,Brian Joseph McManus,Environmental and Ecological Statistics,2010,,,http://doi.org/10.1007/s10651-010-0166-4
,Tse-Chuan Yang,,,,,
Insertion of Alu elements at a PTEN hotspot in Cowden syndrome,Louise Crivelli,European Journal of Human Genetics,2017,,,http://doi.org/10.1038/ejhg.2017.81
,Michel Longy,,,,,
,Virginie Bubien,,,,,
Insertion of Alu elements at a PTEN hotspot in Cowden syndrome,Louise Crivelli,European Journal of Human Genetics,2017,,,http://doi.org/10.1038/ejhg.2017.81
,Michel Longy,,,,,
,Virginie Bubien,,,,,
Integration of next-generation sequencing into clinical practice: are we there yet?,Alexander Kohlmann,Seminars in oncology,2012,,,https://www.ncbi.nlm.nih.gov/pubmed/22289489
,Torsten Haferlach,,,,,
,Vera Grossmann,,,,,
Interest management for distributed virtual environments: A survey,Elvis S. Liu,ACM Comput. Surv.,2014,1,,http://dl.acm.org/citation.cfm?id=2535417
,Georgios K. Theodoropoulos,,,,,
Interplay between modifications of chromatin and meiotic recombination hotspots.,Elsa Brachet,Biology of the cell,2012,1,,https://www.ncbi.nlm.nih.gov/pubmed/22188336
,Valérie Borde,,,,,
,Vérane Sommermeyer,,,,,
Learning to rank spatio-temporal event hotspots,George Mohler,,2017,,,https://pdfs.semanticscholar.org/d5cf/b3a9f538b8aa5f68594485814cf9d8ca6ddc.pdf
Managing heterogeneous wireless environments via Hotspot servers,Giovanni De Micheli,,2004,,,https://pdfs.semanticscholar.org/85a9/686a924588472515c9a9ee5532045eeb3cf9.pdf
,Tajana Simunic,,,,,
,Wajahat Qadeer,,,,,
Mining User Check-In Behavior with a Random Walk for Urban Point-of-Interest Recommendations,Eric Hsueh-Chan Lu,ACM TIST,2014,3,8,http://dl.acm.org/citation.cfm?id=2523068
,Jia-Ching Ying,,,,,
,Vincent S. Tseng,,,,,
,Wen-Ning Kuo,,,,,
Mining online footprints to predict user's next location,Qunying Huang,International Journal of Geographical Information…,2017,,,http://doi.org/10.1080/13658816.2016.1209506
Mining online footprints to predict user's next location,Qunying Huang,International Journal of Geographical Information…,2017,,,http://doi.org/10.1080/13658816.2016.1209506
Mobile next-generation networks,Josef F. Huber,IEEE MultiMedia,2004,7,,http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1261110
Modeling Taxi Drivers' Behaviour for the Next Destination Prediction,Alberto Rossi,ArXiv,2018,,,https://arxiv.org/pdf/1807.08173.pdf
,Bruno Lepri,,,,,
,Gianni Barlacchi,,,,,
,Monica Bianchini,,,,,
Modeling linkage disequilibrium and identifying recombination hotspots using single-nucleotide polymorphism data.,Matthew Stephens,Genetics,2003,91,,https://pdfs.semanticscholar.org/97de/476f5d3485f8fe29548ed061355d596f9d81.pdf
,Na Li,,,,,
"Modelling Linkage Disequilibrium , And Identifying Recombination Hotspots Using SNP Data",Matthew Stephens,,2003,22,,https://pdfs.semanticscholar.org/5699/e9121fed1d76a738e2c5c0825dad712de496.pdf
,Na Li,,,,,
Molecular origins of binding affinity: seeking the Archimedean point.,Alexandre M. J. J. Bonvin,Current opinion in structural biology,2013,,,https://www.ncbi.nlm.nih.gov/pubmed/23876790
,Panagiotis L. Kastritis,,,,,
Moves on the Street: Classifying Crime Hotspots Using Aggregated Anonymized Data on People Dynamics.,Alex 'Sandy' Pentland,Big data,2015,,,https://pdfs.semanticscholar.org/91f2/a9f3c0d9c5baab456e395b125bfcf53a8661.pdf
,Andrey Bogomolov,,,,,
,Bruno Lepri,,,,,
Multicast Capacity of Optical Packet Ring for Hotspot Traffic,M. an der Heiden,Journal of Lightwave Technology,2007,,,http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4298950
,Martin Maier,,,,,
,Michel Sortais,,,,,
Mutation hotspots at CTCF binding sites coupled to chromosomal instability in gastrointestinal cancers,Anders Jacobsen Skanderup,Nature Communications,2018,,,http://doi.org/10.1038/s41467-018-03828-2
,Mei Mei Chang,,,,,
,Y. A. Guo,,,,,
"New in protein structure and function annotation: hotspots, single nucleotide polymorphisms and the 'Deep Web'.",Burkhard Rost,Current opinion in drug discovery & development,2009,,,https://pdfs.semanticscholar.org/a66d/7bea50a17b451de3de94e6867afe6de4b49b.pdf
,Guy Yachdav,,,,,
,Reinhard Schneider,,,,,
,Yana Bromberg,,,,,
,Yanay Ofran,,,,,
"New technologies in predicting, preventing and controlling emerging infectious diseases.",Eirini Christaki,Virulence,2015,,45,https://www.ncbi.nlm.nih.gov/pubmed/26068569
Next generation sequencing in clinical diagnostics: experiences of early adopters.,Elaine Lyon,Clinical chemistry,2015,,,https://pdfs.semanticscholar.org/4d4c/1b7fab1038b6ceec2118521c04185d8b924b.pdf
,Franklin R. Cockerill,,,,,
,Glenn E Palomaki,,,,,
Next-Gen Sequencing Exposes Frequent MED12 Mutations and Actionable Therapeutic Targets in Phyllodes Tumors.,Andi K. Cani,Molecular cancer research : MCR,2015,5,,https://pdfs.semanticscholar.org/da45/7efb9a662117bfc2545c7be6b341c3532ca5.pdf
,Daniel H. Hovelson,,,,,
,Scott Arthur Tomlins,,,,,
Next-generation DNA sequencing of paired-end tags (PET) for transcriptome and genome analyses.,Chia-Lin Wei,Genome research,2009,7,,https://pdfs.semanticscholar.org/b7c8/c9167981b250aac81b8f04162a9506f4b2b2.pdf
,Edison T. Liu,,,,,
,Melissa J. Fullwood,,,,,
,Yijun Ruan,,,,,
"Next-generation metabolomics in lung cancer diagnosis, treatment and precision medicine: mini review",Kefeng Li,Oncotarget,2017,,,https://pdfs.semanticscholar.org/b20c/171bdee2805d83ea7124f81cefb3f625efa5.pdf
,Li Yu,,,,,
,Xiaoye Zhang,,,,,
Next-generation sequencing in thyroid cancer,Ja Seung Koo,Journal of Translational Medicine,2016,,,http://doi.org/10.1186/s12967-016-1074-7
,Yoon Jin Cha,,,,,
Next-generation sequencing to guide cancer therapy,Eliezer M Van Allen,Genome Medicine,2015,,,http://doi.org/10.1186/s13073-015-0203-x
,Jeffrey Gagan,,,,,
Next-generation sequencing to guide cancer therapy,Eliezer M Van Allen,Genome Medicine,2015,,,http://doi.org/10.1186/s13073-015-0203-x
,Jeffrey Gagan,,,,,
Novel evaluation metrics for sparse spatio-temporal point process hotspot predictions - a crime case study,Gabriel Rosser,International Journal of Geographical Information…,2016,2,5,https://pdfs.semanticscholar.org/7976/591a004ff1d7abbcad75a96d8ef3fea7dbec.pdf
,Monsuru Adepeju,,,,,
,Tao Cheng,,,,,
Novel evaluation metrics for sparse spatio-temporal point process hotspot predictions - a crime case study,Gabriel Rosser,International Journal of Geographical Information…,2016,2,5,https://pdfs.semanticscholar.org/7976/591a004ff1d7abbcad75a96d8ef3fea7dbec.pdf
,Monsuru Adepeju,,,,,
,Tao Cheng,,,,,
On Predicting and Exploiting HotSpots in Click-Based Graphical Passwords,Julie Thorpe,,2008,,,https://pdfs.semanticscholar.org/d014/ad7a93d3d4553849d669a7c9ebe52b37646e.pdf
,Paul C. van Oorschot,,,,,
Oncologist use and perception of large panel next-generation tumor sequencing.,Alison M. Schram,Annals of oncology : official journal of the…,2017,,,https://pdfs.semanticscholar.org/e524/e3a59978e73975da827d389abfda4437fe35.pdf
,Dalicia N Reales,,,,,
,David M. Hyman,,,,,
Perspectives of Integrative Cancer Genomics in Next Generation Sequencing Era,Byul A Jee,Genomics & informatics,2012,,,https://pdfs.semanticscholar.org/44da/a3e4c4dcf1da5953e6d399daeccd45decbaf.pdf
,Hyun Goo Woo,,,,,
,Hyunwoo Cho,,,,,
,Ji Hye Choi,,,,,
,So Mee Kwon,,,,,
,Yuna Jo,,,,,
Planning for the Next Global Pandemic.,Allen G.P. Ross,International journal of infectious diseases…,2015,,,https://www.ncbi.nlm.nih.gov/pubmed/26253461
,Mark Tyndall,,,,,
,Suzanne M. Crowe,,,,,
Point mutations as a source of de novo genetic disease.,Joep de Ligt,Current opinion in genetics & development,2013,2,,https://www.ncbi.nlm.nih.gov/pubmed/23453690
,Joris A. Veltman,,,,,
,Lisenka E L M Vissers,,,,,
Point-of-Interest Recommendation in Location Based Social Networks with Topic and Location Awareness,Bin Liu,SDM,2013,3,25,https://pdfs.semanticscholar.org/adc8/80101a346db02325d3de2b7f2c877726b604.pdf
,Hui Xiong,,,,,
Point-of-Interest Recommendations via a Supervised Random Walk Algorithm,Bin Fu,IEEE Intelligent Systems,2016,,,http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7389906
,Guandong Xu,,,,,
,Yanhui Gu,,,,,
Point-of-Interest Recommendations via a Supervised Random Walk Algorithm,Bin Fu,IEEE Intelligent Systems,2016,,,http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7389906
,Guandong Xu,,,,,
,Yanhui Gu,,,,,
Point-of-Interest Recommendations via a Supervised Random Walk Algorithm,Bin Fu,IEEE Intelligent Systems,2016,,,http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7389906
,Guandong Xu,,,,,
,Yanhui Gu,,,,,
